,age,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_work,label,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar
3906,53,13,1,0,1,0,0,35,<=50K,0,0,1,0,0
3907,28,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
3908,28,13,1,0,1,0,0,40,<=50K,0,1,0,0,0
3909,33,9,1,0,1,0,0,84,>50K,0,0,0,0,1
3910,48,9,1,1,0,0,0,30,<=50K,0,0,0,1,0
3911,61,9,1,1,1,0,0,40,>50K,1,0,0,0,0
3912,49,13,1,1,1,5013,0,45,<=50K,0,0,1,0,0
3913,48,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
3914,32,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
3915,51,9,1,1,1,0,0,40,>50K,1,0,0,0,0
3917,19,10,0,1,1,0,0,14,<=50K,0,1,0,0,0
3918,47,9,1,1,1,0,0,50,<=50K,0,0,1,0,0
3919,25,13,0,1,1,0,0,60,<=50K,1,0,0,0,0
3920,72,10,1,0,1,0,0,40,<=50K,0,1,0,0,0
3921,29,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
3922,22,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
3923,57,9,1,0,1,0,0,48,<=50K,0,1,0,0,0
3924,50,12,1,1,1,0,0,60,<=50K,0,1,0,0,0
3925,45,10,1,1,1,0,0,30,<=50K,0,0,0,1,0
3926,52,10,1,1,1,0,0,40,>50K,0,0,1,0,0
3927,53,14,1,1,1,0,0,48,>50K,0,0,0,0,1
3928,36,9,1,1,1,0,0,48,<=50K,1,0,0,0,0
3929,46,9,1,1,1,0,0,40,>50K,1,0,0,0,0
3930,20,9,0,1,0,0,0,20,<=50K,0,0,0,1,0
3931,75,3,1,0,1,0,0,10,<=50K,0,1,0,0,0
3932,32,9,1,1,1,0,0,40,>50K,1,0,0,0,0
3933,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
3934,53,14,1,1,0,0,0,40,<=50K,0,0,1,0,0
3935,17,7,0,1,0,0,0,35,<=50K,0,0,0,1,0
3936,46,11,1,1,0,0,0,38,<=50K,0,1,0,0,0
3937,39,12,1,1,0,0,0,30,<=50K,0,0,1,0,0
3938,38,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
3939,36,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
3940,63,13,0,0,0,0,0,21,<=50K,0,0,1,0,0
3941,28,2,1,1,1,0,0,43,<=50K,1,0,0,0,0
3943,49,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
3944,43,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
3945,38,13,1,1,1,0,0,45,>50K,0,0,0,0,1
3946,39,9,0,1,1,0,0,62,<=50K,0,1,0,0,0
3948,40,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
3951,24,13,0,1,1,0,1741,45,<=50K,0,0,1,0,0
3952,30,10,1,1,1,0,0,50,>50K,0,1,0,0,0
3953,44,10,1,0,1,0,0,40,<=50K,1,0,0,0,0
3954,40,9,1,1,1,0,0,24,<=50K,0,0,0,1,0
3955,30,9,0,1,0,0,0,35,<=50K,1,0,0,0,0
3956,42,14,1,1,0,0,1876,40,<=50K,0,0,1,0,0
3957,52,11,1,1,0,0,0,35,<=50K,0,0,1,0,0
3958,42,10,1,0,1,0,0,40,>50K,1,0,0,0,0
3959,39,10,1,1,1,0,0,52,>50K,1,0,0,0,0
3960,43,10,1,1,1,0,0,45,<=50K,0,0,1,0,0
3961,62,9,1,1,1,10566,0,40,<=50K,1,0,0,0,0
3962,30,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
3964,39,13,1,1,1,0,0,55,>50K,0,0,1,0,0
3965,41,9,1,1,0,0,0,20,<=50K,1,0,0,0,0
3966,49,14,1,1,0,0,1977,40,>50K,0,0,1,0,0
3967,25,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
3968,48,7,1,1,1,0,2002,40,<=50K,1,0,0,0,0
3970,44,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
3971,36,5,1,1,1,4650,0,56,<=50K,1,0,0,0,0
3972,40,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
3973,21,9,0,0,0,0,0,35,<=50K,0,1,0,0,0
3974,41,10,1,1,0,0,0,38,<=50K,0,1,0,0,0
3975,24,13,0,1,0,0,0,50,<=50K,0,0,0,0,1
3976,67,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
3977,24,13,0,1,1,0,0,38,<=50K,0,1,0,0,0
3978,50,13,1,1,1,0,0,60,<=50K,0,0,0,1,0
3979,48,14,1,1,1,0,0,35,<=50K,0,0,0,1,0
3981,29,9,0,1,1,3325,0,40,<=50K,1,0,0,0,0
3982,50,13,1,1,0,0,0,36,<=50K,0,0,1,0,0
3983,64,6,1,1,1,0,0,40,>50K,0,0,0,0,1
3984,49,5,1,0,1,0,0,37,<=50K,0,1,0,0,0
3985,20,9,0,0,1,0,0,52,<=50K,0,1,0,0,0
3986,30,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
3987,37,13,1,0,1,0,0,30,<=50K,0,1,0,0,0
3988,52,9,1,1,1,0,0,40,>50K,1,0,0,0,0
3989,22,10,0,1,1,0,0,25,<=50K,0,1,0,0,0
3991,19,10,0,1,1,0,0,15,<=50K,0,1,0,0,0
3992,52,9,1,1,1,0,0,55,>50K,1,0,0,0,0
3993,42,13,1,0,0,0,0,40,<=50K,0,1,0,0,0
3994,35,9,1,1,0,0,0,36,<=50K,0,0,0,0,1
3995,27,10,0,1,0,0,0,50,<=50K,0,1,0,0,0
3996,54,9,0,0,0,0,0,38,<=50K,0,1,0,0,0
3997,37,9,1,1,1,0,1628,40,<=50K,1,0,0,0,0
3998,37,6,1,1,1,0,0,35,<=50K,1,0,0,0,0
3999,28,4,1,1,1,0,0,30,<=50K,1,0,0,0,0
4000,63,13,1,1,1,0,0,40,<=50K,0,0,0,1,0
4001,19,9,0,1,1,0,0,42,<=50K,1,0,0,0,0
4002,28,13,0,1,0,0,0,40,<=50K,0,0,0,1,0
4004,44,15,0,1,0,0,0,40,>50K,0,0,1,0,0
4005,31,10,1,1,1,0,0,40,>50K,1,0,0,0,0
4007,64,9,1,1,0,0,0,50,<=50K,0,1,0,0,0
4008,40,9,1,1,1,0,0,40,>50K,1,0,0,0,0
4009,59,12,1,1,0,0,0,50,<=50K,0,0,1,0,0
4010,22,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
4011,40,10,0,1,0,0,0,44,<=50K,0,0,0,1,0
4012,35,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
4013,20,10,0,1,0,0,0,15,<=50K,0,1,0,0,0
4014,35,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
4015,28,10,1,1,1,0,0,48,<=50K,0,0,0,0,1
4016,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4019,25,12,0,1,1,0,0,60,<=50K,0,0,0,1,0
4020,37,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4022,31,11,1,1,0,0,0,38,<=50K,0,0,0,1,0
4023,41,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
4024,31,6,1,1,1,0,0,40,>50K,0,1,0,0,0
4025,44,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4026,20,10,0,0,1,0,0,47,<=50K,0,0,0,0,1
4027,57,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
4028,26,9,1,1,0,0,0,12,<=50K,0,1,0,0,0
4029,44,9,1,1,1,5013,0,60,<=50K,0,0,0,0,1
4030,29,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
4031,36,9,1,1,1,0,1977,40,>50K,0,0,1,0,0
4032,40,11,1,1,1,0,0,40,>50K,1,0,0,0,0
4033,21,12,0,0,1,0,0,35,<=50K,0,1,0,0,0
4034,21,10,0,1,1,0,0,70,<=50K,1,0,0,0,0
4035,34,15,1,1,1,0,0,48,>50K,0,0,1,0,0
4036,24,13,0,1,0,0,0,15,<=50K,0,0,0,0,1
4037,28,6,1,1,0,0,0,40,<=50K,0,1,0,0,0
4038,35,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
4039,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4040,38,13,0,1,0,0,0,40,<=50K,0,0,0,0,1
4041,44,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
4042,39,13,1,1,0,0,0,40,>50K,1,0,0,0,0
4043,57,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4044,19,10,0,1,0,0,0,40,<=50K,0,0,0,1,0
4045,29,11,1,1,1,0,0,48,<=50K,1,0,0,0,0
4046,23,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
4047,50,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4048,51,10,1,1,1,0,0,20,<=50K,1,0,0,0,0
4049,28,11,1,0,1,0,0,40,<=50K,1,0,0,0,0
4050,44,13,1,1,1,0,0,60,<=50K,0,0,0,1,0
4051,29,13,0,0,1,0,0,40,<=50K,0,0,1,0,0
4052,31,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
4053,27,13,1,1,1,0,0,45,>50K,1,0,0,0,0
4054,34,13,1,1,1,0,0,45,<=50K,0,0,0,0,1
4055,50,15,1,0,1,7688,0,50,>50K,0,0,1,0,0
4056,27,10,1,1,1,0,0,40,>50K,1,0,0,0,0
4057,31,11,0,0,0,0,0,40,<=50K,0,1,0,0,0
4058,46,12,1,1,1,0,0,40,>50K,1,0,0,0,0
4059,39,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
4060,40,13,1,1,1,0,0,55,>50K,0,0,0,1,0
4061,28,7,1,1,1,0,0,40,<=50K,0,0,0,1,0
4062,18,9,0,1,0,0,0,40,<=50K,0,0,0,1,0
4063,51,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4064,58,9,1,1,1,0,0,50,<=50K,0,0,0,1,0
4065,66,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
4066,36,9,1,0,0,0,0,20,<=50K,0,1,0,0,0
4067,38,7,1,1,0,0,0,60,<=50K,1,0,0,0,0
4068,25,12,0,1,1,0,0,40,<=50K,0,0,0,0,1
4069,25,9,0,1,0,0,0,22,<=50K,0,1,0,0,0
4070,90,7,0,1,1,0,0,40,<=50K,1,0,0,0,0
4071,41,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
4073,33,13,1,1,0,914,0,40,<=50K,0,0,1,0,0
4074,33,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
4075,35,13,1,1,1,0,1887,45,>50K,0,0,0,0,1
4076,39,9,0,0,0,0,0,20,<=50K,1,0,0,0,0
4077,59,9,1,1,1,0,0,60,<=50K,0,0,0,1,0
4078,19,10,0,1,1,0,1719,16,<=50K,0,1,0,0,0
4079,39,9,1,1,1,4064,0,38,<=50K,0,0,0,1,0
4081,27,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
4082,52,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
4083,59,9,1,1,0,0,0,24,<=50K,0,1,0,0,0
4084,28,10,1,1,0,0,0,40,<=50K,1,0,0,0,0
4085,37,9,1,1,0,0,0,50,<=50K,0,1,0,0,0
4087,36,13,1,1,1,0,0,50,>50K,0,0,0,0,1
4088,34,13,1,1,1,0,0,60,>50K,0,0,1,0,0
4089,23,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
4091,33,9,1,1,1,0,2258,84,<=50K,1,0,0,0,0
4092,27,14,0,1,1,0,0,52,<=50K,0,0,1,0,0
4093,31,14,1,1,1,0,0,40,<=50K,0,0,1,0,0
4094,21,6,1,1,1,0,0,36,<=50K,1,0,0,0,0
4095,31,9,1,1,1,0,0,54,<=50K,0,0,0,0,1
4096,59,9,1,1,1,0,0,40,>50K,1,0,0,0,0
4097,40,14,1,1,1,0,1902,48,>50K,0,0,1,0,0
4098,19,7,0,1,1,0,0,40,<=50K,1,0,0,0,0
4099,47,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
4100,34,13,0,1,1,0,0,40,<=50K,1,0,0,0,0
4101,57,9,1,1,1,0,0,78,<=50K,0,1,0,0,0
4102,51,5,1,0,1,0,0,40,<=50K,1,0,0,0,0
4103,21,10,0,1,1,0,0,20,<=50K,1,0,0,0,0
4104,30,10,1,1,1,0,0,50,<=50K,0,0,0,1,0
4105,46,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
4106,40,13,0,1,0,0,0,45,<=50K,0,0,0,1,0
4107,52,1,1,1,1,0,0,40,<=50K,0,1,0,0,0
4108,23,13,0,0,1,0,0,50,<=50K,0,0,0,1,0
4110,25,9,0,1,0,0,0,50,<=50K,0,1,0,0,0
4111,43,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
4112,38,10,1,0,0,0,0,40,>50K,0,1,0,0,0
4113,22,11,0,1,0,0,0,30,<=50K,0,1,0,0,0
4114,33,13,0,1,0,1055,0,40,<=50K,0,1,0,0,0
4115,34,10,1,1,1,5178,0,40,>50K,0,0,1,0,0
4116,65,11,1,1,1,0,0,20,<=50K,1,0,0,0,0
4117,50,9,0,1,1,0,0,15,<=50K,0,1,0,0,0
4118,29,13,0,1,1,6849,0,48,<=50K,0,0,0,1,0
4119,25,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4120,54,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
4121,49,9,1,1,1,0,0,40,>50K,0,1,0,0,0
4122,44,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
4123,24,5,1,1,0,0,0,40,<=50K,0,1,0,0,0
4124,25,13,0,1,1,0,0,38,<=50K,0,0,0,1,0
4125,65,9,1,1,1,0,0,20,<=50K,1,0,0,0,0
4126,56,9,1,0,1,0,0,45,<=50K,0,0,0,0,1
4127,39,15,1,1,1,15024,0,60,>50K,0,0,1,0,0
4128,23,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
4129,20,10,0,1,0,0,0,20,<=50K,0,1,0,0,0
4130,24,3,0,1,1,0,0,40,<=50K,1,0,0,0,0
4131,41,10,1,1,1,0,1887,50,>50K,0,0,0,0,1
4132,40,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
4133,55,9,1,1,1,0,0,50,>50K,1,0,0,0,0
4134,38,9,1,1,0,0,0,48,<=50K,0,1,0,0,0
4135,23,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
4136,44,13,1,1,1,0,0,50,<=50K,0,0,0,0,1
4137,45,10,1,1,1,0,1887,40,>50K,1,0,0,0,0
4138,20,10,0,1,0,0,0,12,<=50K,0,1,0,0,0
4139,29,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
4140,43,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
4141,30,8,1,1,1,0,0,40,<=50K,1,0,0,0,0
4142,28,10,0,1,0,0,0,38,<=50K,0,1,0,0,0
4143,31,9,1,1,1,0,0,40,>50K,0,0,0,0,1
4144,52,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
4145,36,13,1,1,0,0,0,50,>50K,0,0,1,0,0
4146,38,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
4148,63,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
4149,21,10,0,1,1,0,0,35,<=50K,0,1,0,0,0
4150,33,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
4151,46,10,1,1,0,1506,0,50,<=50K,0,0,1,0,0
4153,47,13,0,1,1,3325,0,60,<=50K,0,0,0,1,0
4154,33,16,1,1,1,0,0,55,>50K,0,0,1,0,0
4157,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4158,46,9,1,1,0,0,0,28,<=50K,0,1,0,0,0
4159,25,10,1,0,1,0,0,45,<=50K,0,0,0,1,0
4160,37,9,1,1,1,3137,0,40,<=50K,1,0,0,0,0
4161,31,5,1,1,1,0,0,60,<=50K,1,0,0,0,0
4162,49,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4163,22,10,1,1,1,0,0,20,<=50K,0,1,0,0,0
4164,52,11,1,1,0,0,0,20,>50K,0,1,0,0,0
4165,29,12,1,1,0,0,0,50,<=50K,0,0,0,0,1
4166,18,7,0,1,0,0,0,20,<=50K,0,1,0,0,0
4167,31,10,1,1,1,0,0,35,<=50K,0,0,0,0,1
4168,23,10,0,0,0,0,0,35,<=50K,0,1,0,0,0
4170,54,6,1,1,1,0,0,65,<=50K,0,0,0,1,0
4171,50,9,1,1,0,0,0,49,<=50K,0,1,0,0,0
4173,24,13,0,1,0,0,0,40,<=50K,1,0,0,0,0
4175,49,9,1,1,1,0,0,45,<=50K,0,1,0,0,0
4176,54,9,1,1,1,0,0,40,>50K,1,0,0,0,0
4177,41,13,1,1,1,0,1902,60,>50K,0,0,0,0,1
4178,49,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
4179,36,13,0,1,0,0,0,35,<=50K,0,0,1,0,0
4180,23,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
4181,63,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
4182,67,9,1,1,1,0,0,40,>50K,0,0,0,1,0
4183,23,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
4184,22,13,0,1,1,0,0,40,<=50K,0,0,1,0,0
4185,66,11,1,1,1,0,0,30,<=50K,0,1,0,0,0
4186,25,7,1,1,1,0,0,50,<=50K,1,0,0,0,0
4187,30,10,1,1,0,0,0,20,<=50K,1,0,0,0,0
4188,35,9,1,1,1,2885,0,40,<=50K,1,0,0,0,0
4189,67,4,1,1,1,0,0,40,<=50K,0,0,0,0,1
4190,30,8,0,0,1,0,0,40,<=50K,1,0,0,0,0
4191,26,10,0,0,0,0,0,38,<=50K,1,0,0,0,0
4192,34,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4193,21,10,0,1,1,0,0,40,<=50K,0,0,0,1,0
4194,18,8,0,1,1,0,0,10,<=50K,1,0,0,0,0
4195,21,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
4196,76,5,1,1,1,0,0,40,<=50K,0,0,1,0,0
4198,26,9,1,1,0,0,0,56,<=50K,1,0,0,0,0
4199,18,8,0,1,0,0,0,25,<=50K,0,1,0,0,0
4201,34,11,1,1,1,0,1672,50,<=50K,1,0,0,0,0
4202,59,9,1,1,0,0,0,40,<=50K,0,0,0,0,1
4203,55,13,1,1,1,14084,0,45,>50K,0,0,0,0,1
4204,33,10,0,1,1,0,0,72,<=50K,1,0,0,0,0
4205,25,9,0,1,0,0,0,10,<=50K,0,1,0,0,0
4206,48,9,1,1,0,0,0,10,<=50K,1,0,0,0,0
4207,64,13,1,1,0,0,0,5,<=50K,0,0,0,1,0
4208,47,14,0,1,0,0,0,45,>50K,0,0,1,0,0
4209,26,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
4210,36,12,1,1,1,0,0,48,>50K,0,0,1,0,0
4211,21,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4213,30,9,0,1,1,0,0,44,<=50K,1,0,0,0,0
4214,41,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4216,34,10,0,0,1,0,0,30,<=50K,0,0,0,1,0
4218,24,6,0,1,1,0,0,49,<=50K,0,0,0,1,0
4219,26,13,0,1,0,0,0,20,<=50K,0,0,1,0,0
4220,25,9,0,1,0,0,0,48,<=50K,0,1,0,0,0
4221,35,10,1,1,0,0,0,36,<=50K,0,0,0,1,0
4222,41,10,1,1,1,0,0,40,>50K,1,0,0,0,0
4223,33,7,0,1,1,0,0,40,<=50K,1,0,0,0,0
4224,18,10,0,1,0,0,0,25,<=50K,0,1,0,0,0
4225,27,9,1,1,1,0,0,38,<=50K,0,1,0,0,0
4226,32,9,1,1,0,0,0,35,<=50K,0,1,0,0,0
4227,51,9,0,0,1,0,0,40,<=50K,0,1,0,0,0
4228,38,11,1,0,0,0,0,40,<=50K,0,1,0,0,0
4229,41,10,1,1,0,0,0,25,<=50K,1,0,0,0,0
4230,26,10,1,1,1,2829,0,40,<=50K,1,0,0,0,0
4231,38,11,1,1,1,0,0,35,<=50K,0,0,0,0,1
4232,54,5,1,1,1,0,0,45,>50K,0,0,0,0,1
4233,30,13,0,1,0,0,0,60,<=50K,0,0,1,0,0
4234,31,10,1,1,0,0,0,30,<=50K,0,0,0,0,1
4235,26,13,0,1,1,0,0,40,<=50K,0,0,1,0,0
4236,75,16,1,1,1,4931,0,3,<=50K,0,0,1,0,0
4237,29,14,0,0,1,0,0,40,<=50K,1,0,0,0,0
4238,61,9,1,1,1,0,0,50,>50K,0,0,0,0,1
4239,24,10,1,1,0,0,0,45,<=50K,0,0,0,1,0
4241,34,12,0,1,1,0,0,40,<=50K,0,0,1,0,0
4242,42,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
4243,24,7,0,1,1,0,0,40,<=50K,1,0,0,0,0
4245,27,9,0,0,1,0,1980,40,<=50K,1,0,0,0,0
4246,39,13,1,1,0,0,0,50,>50K,0,0,1,0,0
4247,20,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
4248,51,7,0,0,0,0,0,40,<=50K,0,1,0,0,0
4249,68,13,1,1,1,0,0,30,<=50K,0,0,0,1,0
4250,28,9,0,1,1,0,0,48,<=50K,1,0,0,0,0
4251,43,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4252,35,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
4253,44,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
4254,41,13,0,1,1,0,0,40,<=50K,1,0,0,0,0
4255,44,9,1,1,1,0,0,45,>50K,0,1,0,0,0
4256,20,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4257,46,9,1,1,1,0,0,75,>50K,1,0,0,0,0
4258,27,12,1,1,1,7688,0,70,>50K,1,0,0,0,0
4259,32,10,0,1,1,0,0,50,<=50K,0,1,0,0,0
4260,46,10,1,1,1,0,0,50,<=50K,0,0,0,1,0
4261,26,9,0,1,1,0,0,24,<=50K,0,1,0,0,0
4262,20,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
4263,36,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
4264,49,13,1,1,1,0,0,40,>50K,0,0,0,0,1
4265,32,9,1,1,1,3103,0,55,>50K,0,0,0,0,1
4266,32,13,1,1,1,15024,0,50,>50K,0,0,1,0,0
4267,49,13,1,1,1,0,1902,40,>50K,1,0,0,0,0
4268,36,9,0,1,1,0,0,45,<=50K,1,0,0,0,0
4269,22,10,0,1,1,0,0,25,<=50K,0,1,0,0,0
4270,52,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
4271,42,9,1,1,1,0,0,50,>50K,0,0,0,0,1
4273,72,9,1,1,0,0,0,16,<=50K,0,1,0,0,0
4274,30,13,1,1,0,0,0,40,<=50K,0,0,1,0,0
4275,44,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
4276,23,13,0,1,0,0,0,45,<=50K,0,0,0,1,0
4277,22,10,0,1,1,0,0,20,<=50K,0,0,0,1,0
4278,59,13,1,1,1,0,0,60,<=50K,0,1,0,0,0
4279,46,9,1,1,0,0,0,40,<=50K,0,0,1,0,0
4280,30,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
4281,64,4,1,1,0,0,0,30,<=50K,0,1,0,0,0
4282,31,10,1,0,0,0,0,40,<=50K,0,0,0,1,0
4283,64,9,1,1,1,0,0,20,<=50K,0,1,0,0,0
4284,45,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
4285,59,9,1,1,1,0,1887,40,>50K,1,0,0,0,0
4286,32,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
4287,43,13,1,0,1,0,0,40,<=50K,1,0,0,0,0
4289,23,10,0,1,1,0,0,45,<=50K,0,0,0,1,0
4290,49,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
4291,32,8,1,1,1,0,0,40,<=50K,1,0,0,0,0
4292,49,11,0,1,0,0,0,40,<=50K,0,0,0,0,1
4293,33,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
4294,28,15,0,1,0,0,0,85,<=50K,0,0,1,0,0
4295,47,9,1,0,1,0,0,40,<=50K,0,0,0,1,0
4296,41,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
4297,34,14,1,1,1,0,0,40,>50K,0,0,0,0,1
4298,25,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
4300,21,10,0,1,0,0,0,15,<=50K,0,0,0,1,0
4302,46,5,1,1,1,0,0,40,<=50K,0,1,0,0,0
4303,37,2,1,0,1,0,0,40,<=50K,1,0,0,0,0
4304,41,10,1,1,1,0,0,56,>50K,1,0,0,0,0
4305,44,9,0,1,1,0,1504,50,<=50K,0,1,0,0,0
4306,30,9,1,1,1,0,0,40,>50K,0,1,0,0,0
4307,54,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
4308,35,9,1,1,1,0,0,99,<=50K,1,0,0,0,0
4310,21,10,0,1,0,0,0,25,<=50K,0,1,0,0,0
4311,35,14,1,1,1,0,0,40,>50K,0,0,0,1,0
4312,35,15,1,1,1,0,0,80,>50K,0,0,1,0,0
4313,19,10,0,1,1,0,0,20,<=50K,1,0,0,0,0
4314,48,9,1,1,0,0,0,40,<=50K,0,0,0,0,1
4316,65,10,1,1,0,0,0,35,<=50K,1,0,0,0,0
4317,40,13,1,0,1,0,0,35,<=50K,0,1,0,0,0
4318,26,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
4319,45,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
4320,26,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
4321,32,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
4322,35,13,1,1,1,27828,0,50,>50K,0,0,0,0,1
4323,22,10,0,1,1,0,0,48,<=50K,1,0,0,0,0
4324,37,11,1,1,0,0,0,38,<=50K,0,0,1,0,0
4325,25,13,0,1,1,0,0,40,<=50K,1,0,0,0,0
4327,46,11,1,1,1,0,0,48,>50K,0,0,0,0,1
4328,30,9,0,1,1,0,0,27,<=50K,1,0,0,0,0
4329,63,12,1,1,1,0,0,40,>50K,0,0,0,0,1
4330,51,9,1,1,1,0,0,40,>50K,0,1,0,0,0
4331,68,4,1,1,1,0,0,16,<=50K,0,0,0,0,1
4332,36,16,1,1,1,0,0,50,<=50K,0,0,1,0,0
4333,28,10,0,1,1,0,0,50,<=50K,0,0,0,0,1
4334,41,10,1,1,1,0,0,40,<=50K,0,0,0,1,0
4335,47,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
4336,22,10,0,0,0,0,0,30,<=50K,0,1,0,0,0
4338,34,15,1,1,1,15024,0,40,>50K,0,0,1,0,0
4339,46,13,1,1,1,0,0,40,>50K,0,0,1,0,0
4340,28,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
4341,36,9,1,1,1,0,0,52,>50K,1,0,0,0,0
4342,18,10,0,1,0,0,0,20,<=50K,0,0,0,1,0
4343,33,14,1,1,1,7688,0,50,>50K,0,0,1,0,0
4344,51,9,1,1,1,7298,0,60,>50K,1,0,0,0,0
4345,56,9,1,1,1,0,0,35,<=50K,0,0,0,0,1
4346,54,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
4347,29,9,0,0,0,0,0,40,<=50K,0,0,0,0,1
4348,40,10,1,0,0,0,0,84,<=50K,1,0,0,0,0
4349,53,14,1,1,1,15024,0,65,>50K,0,0,0,0,1
4350,22,9,0,1,1,0,0,35,<=50K,1,0,0,0,0
4351,33,9,1,1,1,0,0,40,>50K,1,0,0,0,0
4352,28,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
4353,63,10,1,1,0,0,0,12,<=50K,0,0,1,0,0
4354,53,16,1,1,1,15024,0,60,>50K,0,0,1,0,0
4355,37,6,1,1,1,0,0,50,<=50K,1,0,0,0,0
4356,50,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
